name,url,test_types,description,duration,job_levels,languages,rich_text
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.",12 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP ABAP (Advanced Level) (New)
Description: Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.
Test Types: K A B C D E P S
Duration: 12 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.",9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP ABAP (Intermediate Level) (New)
Description: Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.
Test Types: K A B C D E P S
Duration: 9 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.",9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP Basis (New)
Description: Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.
Test Types: K A B C D E P S
Duration: 9 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP Business Objects WebI (New)
Description: Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.",9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP BW (Business Warehouse) (New)
Description: Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.
Test Types: K A B C D E P S
Duration: 9 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",360 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP HCM (Human Capital Management) (New)
Description: Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.
Test Types: K A B C D E P S
Duration: 360 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.",20 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP Hybris (New)
Description: Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.
Test Types: K A B C D E P S
Duration: 20 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP Materials Management (New)
Description: Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.",8 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SAP SD (Sales and Distribution) (New)
Description: Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.
Test Types: K A B C D E P S
Duration: 8 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,K A B C D E P S,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",12 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Search Engine Optimization (New)
Description: Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.
Test Types: K A B C D E P S
Duration: 12 minutes
Job Levels: Graduate, Mid-Professional, Professional Individual Contributor,"
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Selenium (New)
Description: Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Shell Scripting (New)
Description: Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,A S B C D E K P,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,20 minutes,"Professional Individual Contributor, Graduate, Manager, Mid-Professional,","Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norwegian, Swedish, French, German, Italian, Dutch, Chinese Simplified, English (USA),","Title: SHL Verify Interactive - Inductive Reasoning
Description: Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.
Test Types: A S B C D E K P
Duration: 20 minutes
Job Levels: Professional Individual Contributor, Graduate, Manager, Mid-Professional,"
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,A S B C D E K P,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.",20 minutes,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,","Chinese Traditional, Romanian, Turkish, Polish, Greek, Latin American Spanish, Portuguese (Brazil), Japanese, Hungarian, Czech, French (Canada), Slovak, Serbian, English International, English (USA), German, Italian, Indonesian, Korean, Russian, Arabic, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, French, Dutch, Chinese Simplified, Spanish, Portuguese,","Title: SHL Verify Interactive – Deductive Reasoning
Description: Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.
Test Types: A S B C D E K P
Duration: 20 minutes
Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,A S B C D E K P,Assesses how the candidate comprehends numerical information in various formats.,20 minutes,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,","French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic,","Title: SHL Verify Interactive – Numerical Reasoning
Description: Assesses how the candidate comprehends numerical information in various formats.
Test Types: A S B C D E K P
Duration: 20 minutes
Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,A B C D E K P S,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. 
Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.",36 minutes,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Traditional, Korean, Serbian, Slovak, Spanish, English International, Danish, Swedish, Norwegian, Finnish, Latvian, Lithuanian, Estonian, Portuguese, Hungarian, Thai, Czech, Polish, Turkish, Portuguese (Brazil), Romanian, Latin American Spanish, Italian, French (Canada), Chinese Simplified, Dutch, German, French, Russian, Indonesian, Greek, Japanese,","Title: SHL Verify Interactive G+
Description: SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. 
Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.
Test Types: A B C D E K P S
Duration: 36 minutes
Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,A B C D E K P S,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.",10 minutes,"Entry-Level,","English (USA), English International,","Title: SHL Verify Interactive Numerical Calculation
Description: The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.
Test Types: A B C D E K P S
Duration: 10 minutes
Job Levels: Entry-Level,"
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.",8 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Siebel Development (New)
Description: Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.
Test Types: K A B C D E P S
Duration: 8 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,P A B C D E K S,"SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).",360 minutes,"Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Title: Smart Interview Live
Description: SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).
Test Types: P A B C D E K S
Duration: 360 minutes
Job Levels: Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,K A B C D E P S,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.",360 minutes,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,","English (USA),","Title: Smart Interview Live Coding
Description: Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.
Test Types: K A B C D E P S
Duration: 360 minutes
Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,"
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,P A B C D E K S,"Smart Interview On Demand is arecorded(asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability Theadministrator and evaluator interfaceis available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

Theparticipant interfaceis available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",360 minutes,"Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Simplified,","Title: Smart Interview On Demand
Description: Smart Interview On Demand is arecorded(asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability Theadministrator and evaluator interfaceis available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

Theparticipant interfaceis available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/
Test Types: P A B C D E K S
Duration: 360 minutes
Job Levels: Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,"
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,K A B C D E P S,Multi-choice test that measures the knowledge about the different social media platforms.,10 minutes,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Title: Social Media (New)
Description: Multi-choice test that measures the knowledge about the different social media platforms.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,K A B C D E P S,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.",30 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Software Business Analysis
Description: The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.
Test Types: K A B C D E P S
Duration: 30 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",360 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SonarQube (New)
Description: Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.
Test Types: K A B C D E P S
Duration: 360 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,K A B C D E P S,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,0 minutes,"Entry-Level,","English (USA),","Title: Spelling (U.S.) (New)
Description: Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.
Test Types: K A B C D E P S
Duration: 0 minutes
Job Levels: Entry-Level,"
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,A K B C D E P S,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.",6 minutes,"Entry-Level,","English (USA), English (Australia), English International,","Title: Split Screen Typing Test - Form 1
Description: This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.
Test Types: A K B C D E P S
Duration: 6 minutes
Job Levels: Entry-Level,"
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Spring (New)
Description: Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.
Test Types: K A B C D E P S
Duration: 9 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SQL (New)
Description: Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.
Test Types: K A B C D E P S
Duration: 9 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.",11 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SQL Server (New)
Description: Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.
Test Types: K A B C D E P S
Duration: 11 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,K A B C D E P S,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.",15 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SQL Server Analysis Services (SSAS) (New)
Description: Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.
Test Types: K A B C D E P S
Duration: 15 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SQL Server Integration Services (SSIS) (New)
Description: Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: SQL Server Reporting Services (SSRS) (New)
Description: Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,K A B C D E P S,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,11 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Statistical Analysis System (New)
Description: Multi-choice test that measures the ability to use the SAS software for statistical analysis.
Test Types: K A B C D E P S
Duration: 11 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",5 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Struts (New)
Description: Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.
Test Types: K A B C D E P S
Duration: 5 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,S A B C D E K P,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",360 minutes,"Entry-Level,","English (USA),","Title: SVAR - Spoken English (AUS)
Description: An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/
Test Types: S A B C D E K P
Duration: 360 minutes
Job Levels: Entry-Level,"
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,S A B C D E K P,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",360 minutes,"Entry-Level,","English (USA),","Title: SVAR - Spoken English (Indian Accent)  (New)
Description: An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/
Test Types: S A B C D E K P
Duration: 360 minutes
Job Levels: Entry-Level,"
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,S A B C D E K P,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",360 minutes,"Entry-Level,","English International,","Title: SVAR - Spoken English (U.K.)
Description: An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/
Test Types: S A B C D E K P
Duration: 360 minutes
Job Levels: Entry-Level,"
